Sample Name,Sample Position,Method,Data File
ftl_neg_2,P3-C8,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231011/ftl_neg_2
ftl_neg_3,P3-C9,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231011/ftl_neg_3
glyA_neg_1,P3-D1,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231011/glyA_neg_1
glyA_neg_2,P3-D2,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231011/glyA_neg_2
glyA_neg_3,P3-D3,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231011/glyA_neg_3
mtdA_glyA_neg_1,P3-D4,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231011/mtdA_glyA_neg_1
mtdA_glyA_neg_2,P3-D5,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231011/mtdA_glyA_neg_2
mtdA_glyA_neg_3,P3-D6,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231011/mtdA_glyA_neg_3
,,,
mdh_d2_gfp_1,p3-a10,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231005_hydrogel/mdh_d2_gfp_1
mdh_d2_gfp_2,p3-a11,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231005_hydrogel/mdh_d2_gfp_2
mdh_d2_gfp_3,p3-a12,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231005_hydrogel/mdh_d2_gfp_3
mdh_d2_m_1,p3-b10,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231005_hydrogel/mdh_d2_m_1
mdh_d2_m_2,p3-b11,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231005_hydrogel/mdh_d2_m_2
mdh_d2_m_3,p3-b12,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231005_hydrogel/mdh_d2_m_3
mdh_d2_mf_1,p3-c10,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231005_hydrogel/mdh_d2_mf_1
mdh_d2_mf_2,p3-c11,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231005_hydrogel/mdh_d2_mf_2
mdh_d2_mf_3,p3-c12,Carothers/BEH_amide_A2B2_95to60organic.m,D:/Projects/Marchand/Data/Carothers/231005_hydrogel/mdh_d2_mf_3
